id,citation_id
10.1145/3442188.3445899,10.1007/978-3-031-44067-0_32
10.1145/3442188.3445899,10.1007/978-3-031-44064-9_22
10.1145/3442188.3445899,10.1007/978-3-031-44064-9_16
10.1145/3442188.3445899,10.1007/978-3-031-37717-4_19
10.1145/3442188.3445899,10.1007/978-3-031-31414-8_2
10.1145/3442188.3445899,10.1109/TPS-ISA56441.2022.00013
10.1145/3442188.3445899,10.1007/s10618-022-00889-2
10.1145/3442188.3445899,10.1145/3533271.3561722
10.1145/3442188.3445899,10.1162/tacl_a_00511
10.1145/3442188.3445899,10.1007/978-3-031-14923-8_5
10.1145/3442188.3445899,10.1007/978-3-031-14923-8_2
10.1145/3442188.3445899,10.1007/s11023-022-09607-9
10.1145/3442188.3445899,10.1145/3534678.3539344
10.1145/3442188.3445899,10.1145/3514094.3534185
10.1145/3442188.3445899,10.1109/INDIN51773.2022.9976075
10.1145/3442188.3445899,10.1145/3520304.3528779
10.1145/3442188.3445899,10.1145/3531146.3533188
10.1145/3442188.3445899,10.1145/3531146.3533170
10.1145/3442188.3445899,10.1145/3531146.3533168
10.1145/3442188.3445899,10.1145/3531146.3533160
10.1145/3442188.3445899,10.1145/3531146.3533156
10.1145/3442188.3445899,10.1145/3514221.3522564
10.1145/3442188.3445899,10.1145/3510457.3513081
10.1145/3442188.3445899,10.1109/ICSE-SEIP55303.2022.9794112
10.1145/3442188.3445899,10.1109/ICDE53745.2022.00300
10.1145/3442188.3445899,10.1007/s10618-022-00831-6
10.1145/3442188.3445899,10.1007/s11023-022-09598-7
10.1145/3442188.3445899,10.1007/s11023-021-09580-9
10.1145/3442188.3445899,10.1007/s10618-021-00818-9
10.1145/3442188.3445899,10.1109/ACCESS.2022.3196917
10.1145/3442188.3445899,10.1007/978-3-031-09846-8_10
10.1145/3442188.3445899,10.1109/BIBM52615.2021.9669770
10.1145/3442188.3445899,10.1007/s13347-020-00435-2
10.1145/3442188.3445899,10.1007/978-3-030-97454-1_4
10.1145/3442188.3445899,10.1145/3462204.3481742
10.1145/3442188.3445899,10.1145/3465416.3483303
10.1145/3442188.3445899,10.1007/978-3-030-86957-1_15
10.1145/3442188.3445899,10.1007/978-3-030-86520-7_42
10.1145/3442188.3445899,10.1145/3461702.3462597
10.1145/3442188.3445899,10.1145/3404835.3463005
10.1145/3442188.3445899,10.1515/icom-2020-0024
10.1145/3442188.3445899,10.1007/978-3-030-93736-2_42
10.1145/3442188.3445899,10.1007/978-3-031-04083-2_8
10.1145/3442188.3445899,10.1007/978-3-031-04083-2_4
10.1145/3442188.3445899,10.1007/978-3-031-04083-2_17
10.1145/3442188.3445899,10.1145/3636509
10.1145/3442188.3445900,10.19128/turje.1384524
10.1145/3442188.3445900,10.1145/3638067.3638097
10.1145/3442188.3445900,10.1145/3638067.3638070
10.1145/3442188.3445900,10.1145/3638067.3638068
10.1145/3442188.3445900,10.1093/iwc/iwac036
10.1145/3442188.3445900,10.1007/978-3-031-33258-6_15
10.1145/3442188.3445900,10.1145/3554364.3559117
10.1145/3442188.3445900,10.1007/978-3-031-05643-7_9
10.1145/3442188.3445900,10.1145/3481357.3481376
10.1145/3442188.3445901,10.1177/01466216241238744
10.1145/3442188.3445901,10.1007/s43681-024-00437-2
10.1145/3442188.3445901,10.1177/10497315241229681
10.1145/3442188.3445901,10.1007/s10664-023-10419-3
10.1145/3442188.3445901,10.1140/epjds/s13688-023-00434-1
10.1145/3442188.3445901,10.1007/s44163-023-00092-2
10.1145/3442188.3445901,10.1145/3591867
10.1145/3442188.3445901,10.1007/s43681-023-00363-9
10.1145/3442188.3445901,10.1145/3632297
10.1145/3442188.3445901,10.1145/3582269.3615595
10.1145/3442188.3445901,10.1145/3617694.3623256
10.1145/3442188.3445901,10.1145/3617694.3623228
10.1145/3442188.3445901,10.1007/s00146-023-01783-1
10.1145/3442188.3445901,10.1145/3610207
10.1145/3442188.3445901,10.1145/3600211.3604679
10.1145/3442188.3445901,10.1109/NaNA60121.2023.00057
10.1145/3442188.3445901,10.1145/3539618.3592034
10.1145/3442188.3445901,10.1145/3539618.3591933
10.1145/3442188.3445901,10.1145/3593013.3594101
10.1145/3442188.3445901,10.1145/3593013.3594091
10.1145/3442188.3445901,10.1145/3593013.3594083
10.1145/3442188.3445901,10.1145/3593013.3594081
10.1145/3442188.3445901,10.1145/3593013.3594080
10.1145/3442188.3445901,10.1145/3593013.3594049
10.1145/3442188.3445901,10.1145/3593013.3594045
10.1145/3442188.3445901,10.1145/3593013.3594044
10.1145/3442188.3445901,10.1145/3593013.3594036
10.1145/3442188.3445901,10.1145/3593013.3594033
10.1145/3442188.3445901,10.1145/3593013.3594031
10.1145/3442188.3445901,10.1145/3593013.3594023
10.1145/3442188.3445901,10.1145/3593013.3594005
10.1145/3442188.3445901,10.1145/3593013.3593998
10.1145/3442188.3445901,10.1145/3593013.3593996
10.1145/3442188.3445901,10.1145/3593013.3593988
10.1145/3442188.3445901,10.1145/3593013.3593976
10.1145/3442188.3445901,10.1109/CVPR52729.2023.02157
10.1145/3442188.3445901,10.1007/s43681-023-00289-2
10.1145/3442188.3445901,10.1007/s43681-023-00292-7
10.1145/3442188.3445901,10.3389/fsoc.2023.1173155
10.1145/3442188.3445901,10.1145/3543507.3583204
10.1145/3442188.3445901,10.1145/3544548.3581290
10.1145/3442188.3445901,10.1145/3544548.3580970
10.1145/3442188.3445901,10.3390/analytics2020020
10.1145/3442188.3445901,10.3390/e25040660
10.1145/3442188.3445901,10.1145/3579621
10.1145/3442188.3445901,10.1145/3579607
10.1145/3442188.3445901,10.1145/3579481
10.1145/3442188.3445901,10.1007/s43681-023-00280-x
10.1145/3442188.3445901,10.1073/pnas.2204781120
10.1145/3442188.3445901,10.1145/3539597.3570459
10.1145/3442188.3445901,10.1109/SaTML54575.2023.00050
10.1145/3442188.3445901,10.1109/SaTML54575.2023.00049
10.1145/3442188.3445901,10.1146/annurev-linguistics-031120-015324
10.1145/3442188.3445901,10.5555/3648699.3648939
10.1145/3442188.3445901,10.2139/ssrn.4634513
10.1145/3442188.3445901,10.1109/ACCESS.2023.3260639
10.1145/3442188.3445901,10.1007/978-3-031-51300-8_5
10.1145/3442188.3445901,10.1007/978-3-031-37660-3_31
10.1145/3442188.3445901,10.1111/rssa.12966
10.1145/3442188.3445901,10.1007/s13347-022-00584-6
10.1145/3442188.3445901,10.1161/CIRCHEARTFAILURE.122.009473
10.1145/3442188.3445901,10.1111/1748-8583.12433
10.1145/3442188.3445901,10.1016/j.cviu.2022.103552
10.1145/3442188.3445901,10.1145/3519420
10.1145/3442188.3445901,10.1145/3523227.3547403
10.1145/3442188.3445901,10.1007/s13194-022-00484-8
10.1145/3442188.3445901,10.1145/3514094.3534196
10.1145/3442188.3445901,10.1007/s11263-022-01625-5
10.1145/3442188.3445901,10.1145/3531146.3534635
10.1145/3442188.3445901,10.1145/3531146.3533233
10.1145/3442188.3445901,10.1145/3531146.3533207
10.1145/3442188.3445901,10.1145/3531146.3533205
10.1145/3442188.3445901,10.1145/3531146.3533166
10.1145/3442188.3445901,10.1145/3531146.3533158
10.1145/3442188.3445901,10.1145/3531146.3533156
10.1145/3442188.3445901,10.1145/3532106.3533556
10.1145/3442188.3445901,10.1145/3514221.3517886
10.1145/3442188.3445901,10.1007/s10676-022-09633-2
10.1145/3442188.3445901,10.1145/3524491.3527308
10.1145/3442188.3445901,10.1145/3512899
10.1145/3442188.3445901,10.1038/s41598-022-07167-7
10.1145/3442188.3445901,10.4018/978-1-7998-8553-5.ch005
10.1145/3442188.3445901,10.1177/20539517221089305
10.1145/3442188.3445901,10.1515/jlt-2021-2008
10.1145/3442188.3445901,10.1007/s10676-021-09608-9
10.1145/3442188.3445901,10.2196/24471
10.1145/3442188.3445901,10.1146/annurev-lawsocsci-041221-023808
10.1145/3442188.3445901,10.1145/3479502
10.1145/3442188.3445901,10.1145/3465416.3483286
10.1145/3442188.3445901,10.1109/ICCV48922.2021.01456
10.1145/3442188.3445901,10.1162/tacl_a_00401
10.1145/3442188.3445901,10.1145/3463929
10.1145/3442188.3445901,10.1038/s41586-021-03666-1
10.1145/3442188.3445901,10.1109/SDS51136.2021.00008
10.1145/3442188.3445901,10.1109/MC.2021.3055703
10.1145/3442188.3445901,10.2139/ssrn.4139244
10.1145/3442188.3445901,10.2139/ssrn.3974963
10.1145/3442188.3445901,10.2139/ssrn.3883649
10.1145/3442188.3445901,10.1145/3636509
10.1145/3442188.3445902,10.1007/s10994-023-06411-z
10.1145/3442188.3445902,10.1007/s13042-023-02083-2
10.1145/3442188.3445902,10.1145/3597199
10.1145/3442188.3445902,10.1145/3631326
10.1145/3442188.3445902,10.1007/s13042-023-01870-1
10.1145/3442188.3445902,10.3390/app131810258
10.1145/3442188.3445902,10.1145/3600160.3605033
10.1145/3442188.3445902,10.5555/3618408.3619106
10.1145/3442188.3445902,10.1016/j.eswa.2022.119465
10.1145/3442188.3445902,10.1016/j.csl.2022.101481
10.1145/3442188.3445902,10.1109/ACCESS.2023.3325235
10.1145/3442188.3445902,10.1007/978-3-662-66863-4_5
10.1145/3442188.3445902,10.1007/s10618-022-00854-z
10.1145/3442188.3445902,10.1145/3551624.3555286
10.1145/3442188.3445902,10.1145/3531146.3533203
10.1145/3442188.3445902,10.1145/3514221.3517841
10.1145/3442188.3445902,10.1145/3461702.3462587
10.1145/3442188.3445903,10.1145/3531146.3533188
10.1145/3442188.3445904,10.1145/3604915.3608841
10.1145/3442188.3445904,10.1007/s41109-022-00486-8
10.1145/3442188.3445904,10.1145/3531146.3533165
10.1145/3442188.3445904,10.1145/3531146.3533161
10.1145/3442188.3445904,10.1145/3531146.3533118
10.1145/3442188.3445904,10.1007/s41109-023-00573-4
10.1145/3442188.3445905,10.1145/3593013.3594092
10.1145/3442188.3445905,10.1109/ETHICS57328.2023.10154992
10.1145/3442188.3445905,10.1016/j.tele.2023.101954
10.1145/3442188.3445905,10.1017/dap.2022.39
10.1145/3442188.3445905,10.1109/TPS-ISA56441.2022.00013
10.1145/3442188.3445905,10.1080/21670811.2022.2096088
10.1145/3442188.3445905,10.1145/3531146.3534634
10.1145/3442188.3445905,10.1145/3531146.3533156
10.1145/3442188.3445905,10.1145/3531146.3533150
10.1145/3442188.3445905,10.1145/3531146.3533137
10.1145/3442188.3445905,10.1145/3491102.3501868
10.1145/3442188.3445905,10.1080/10400435.2021.2024627
10.1145/3442188.3445905,10.1017/dap.2021.37
10.1145/3442188.3445905,10.1007/978-3-642-27739-9_1719-1
10.1145/3442188.3445905,10.1109/ETHICS53270.2021.9632769
10.1145/3442188.3445906,10.1145/3626728
10.1145/3442188.3445906,10.1007/s11634-022-00516-4
10.1145/3442188.3445906,10.1088/1742-6596/2634/1/012050
10.1145/3442188.3445906,10.1016/j.ins.2023.119521
10.1145/3442188.3445906,10.1007/s10898-022-01195-3
10.1145/3442188.3445906,10.1007/s10618-023-00928-6
10.1145/3442188.3445906,10.1016/j.ipl.2023.106383
10.1145/3442188.3445906,10.1007/s10994-023-06361-6
10.1145/3442188.3445906,10.5555/3618408.3618948
10.1145/3442188.3445906,10.1145/3593013.3593985
10.1145/3442188.3445906,10.1016/j.patcog.2023.109404
10.1145/3442188.3445906,10.1007/978-981-99-7184-8_2
10.1145/3442188.3445906,10.1007/978-981-99-0026-8_2
10.1145/3442188.3445906,10.1007/978-3-031-43412-9_43
10.1145/3442188.3445906,10.1007/978-3-031-38906-1_6
10.1145/3442188.3445906,10.1007/978-3-031-20624-5_13
10.1145/3442188.3445906,10.1007/s10618-022-00854-z
10.1145/3442188.3445906,10.1016/j.ins.2022.09.011
10.1145/3442188.3445906,10.1145/3534678.3539451
10.1145/3442188.3445906,10.1109/MLCSS57186.2022.00072
10.1145/3442188.3445906,10.1145/3514094.3534160
10.1145/3442188.3445906,10.1145/3511047.3538031
10.1145/3442188.3445906,10.1145/3531146.3533197
10.1145/3442188.3445906,10.1145/3531146.3533146
10.1145/3442188.3445906,10.1145/3488560.3498485
10.1145/3442188.3445906,10.1007/978-3-031-24866-5_6
10.1145/3442188.3445906,10.1007/978-3-030-93646-4_5
10.1145/3442188.3445906,10.1109/ISKE54062.2021.9755376
10.1145/3442188.3445906,10.1145/3465416.3483297
10.1145/3442188.3445906,10.1007/978-3-030-93736-2_44
10.1145/3442188.3445907,10.1007/s10618-022-00854-z
10.1145/3442188.3445907,10.1145/3531146.3533161
10.1145/3442188.3445909,10.2196/50865
10.1145/3442188.3445910,10.1016/j.inffus.2024.102303
10.1145/3442188.3445910,10.1016/j.mlwa.2024.100525
10.1145/3442188.3445910,10.1007/978-3-031-40677-5_15
10.1145/3442188.3445910,10.1145/3605764.3623911
10.1145/3442188.3445910,10.1145/3617694.3623243
10.1145/3442188.3445910,10.1016/j.knosys.2023.110777
10.1145/3442188.3445910,10.1109/ICCVW60793.2023.00390
10.1145/3442188.3445910,10.5555/3620237.3620642
10.1145/3442188.3445910,10.1145/3600211.3604753
10.1145/3442188.3445910,10.5555/3618408.3618964
10.1145/3442188.3445910,10.1109/ICASSP49357.2023.10094637
10.1145/3442188.3445910,10.1109/TBME.2022.3214269
10.1145/3442188.3445910,10.1109/ICST57152.2023.00054
10.1145/3442188.3445910,10.1016/j.knosys.2023.110356
10.1145/3442188.3445910,10.1007/s10994-023-06314-z
10.1145/3442188.3445910,10.2139/ssrn.4614234
10.1145/3442188.3445910,10.1109/WACV56688.2023.00460
10.1145/3442188.3445910,10.1109/TSP.2023.3328111
10.1145/3442188.3445910,10.1007/978-3-031-42914-9_10
10.1145/3442188.3445910,10.1109/ICDM54844.2022.00117
10.1145/3442188.3445910,10.1007/s10618-022-00854-z
10.1145/3442188.3445910,10.1145/3551624.3555286
10.1145/3442188.3445910,10.1145/3531146.3533156
10.1145/3442188.3445910,10.1145/3531146.3533128
10.1145/3442188.3445910,10.1109/CVPRW56347.2022.00479
10.1145/3442188.3445910,10.1016/j.engappai.2021.104658
10.1145/3442188.3445910,10.1109/ACCESS.2022.3218715
10.1145/3442188.3445910,10.1109/ACCESS.2022.3178382
10.1145/3442188.3445910,10.1109/SSCI50451.2021.9660058
10.1145/3442188.3445910,10.1145/3447548.3467403
10.1145/3442188.3445910,10.1007/978-3-030-93736-2_43
10.1145/3442188.3445911,10.1145/3576840.3578296
10.1145/3442188.3445911,10.1007/978-3-031-28244-7_18
10.1145/3442188.3445911,10.1145/3523227.3546780
10.1145/3442188.3445911,10.1177/14614448221104413
10.1145/3442188.3445911,10.1145/3498366.3505812
10.1145/3442188.3445911,10.1080/19312458.2021.2015574
10.1145/3442188.3445911,10.3389/frai.2021.712072
10.1145/3442188.3445912,10.1177/10591478231224942
10.1145/3442188.3445912,10.1145/3617694.3623261
10.1145/3442188.3445912,10.1145/3617694.3623237
10.1145/3442188.3445912,10.1145/3600211.3604657
10.1145/3442188.3445912,10.1145/3593013.3594005
10.1145/3442188.3445912,10.1145/3593013.3593976
10.1145/3442188.3445912,10.3389/frai.2023.1151391
10.1145/3442188.3445912,10.2139/ssrn.4347447
10.1145/3442188.3445912,10.1007/978-981-99-7184-8_5
10.1145/3442188.3445912,10.1007/978-3-031-39344-0_14
10.1145/3442188.3445912,10.1145/3514094.3534177
10.1145/3442188.3445912,10.1145/3514094.3534166
10.1145/3442188.3445912,10.1145/3514094.3534158
10.1145/3442188.3445912,10.1145/3531146.3533238
10.1145/3442188.3445912,10.1145/3531146.3533223
10.1145/3442188.3445912,10.1145/3531146.3533092
10.1145/3442188.3445912,10.4018/978-1-6684-3791-9.ch011
10.1145/3442188.3445912,10.1145/3465416.3483305
10.1145/3442188.3445912,10.1145/3465416.3483293
10.1145/3442188.3445912,10.1016/j.jsis.2021.101683
10.1145/3442188.3445913,10.1007/s11634-022-00516-4
10.1145/3442188.3445913,10.1109/FOCS57990.2023.00085
10.1145/3442188.3445913,10.1007/s10898-022-01195-3
10.1145/3442188.3445913,10.1002/aaai.12105
10.1145/3442188.3445913,10.1007/s10618-023-00928-6
10.1145/3442188.3445913,10.5555/3620237.3620417
10.1145/3442188.3445913,10.1016/j.ipl.2023.106383
10.1145/3442188.3445913,10.5555/3618408.3618948
10.1145/3442188.3445913,10.1007/s10618-022-00893-6
10.1145/3442188.3445913,10.1145/3589267
10.1145/3442188.3445913,10.1145/3593013.3594061
10.1145/3442188.3445913,10.1145/3593013.3594031
10.1145/3442188.3445913,10.1109/ICRA48891.2023.10160988
10.1145/3442188.3445913,10.1016/j.eswa.2022.118987
10.1145/3442188.3445913,10.1007/978-981-99-7184-8_2
10.1145/3442188.3445913,10.1007/978-3-031-43412-9_43
10.1145/3442188.3445913,10.1007/978-3-031-38906-1_6
10.1145/3442188.3445913,10.1007/s10618-022-00854-z
10.1145/3442188.3445913,10.1145/3534678.3539451
10.1145/3442188.3445913,10.1145/3514094.3534160
10.1145/3442188.3445913,10.1145/3531146.3533197
10.1145/3442188.3445913,10.1145/3531146.3533156
10.1145/3442188.3445913,10.1145/3531146.3533146
10.1145/3442188.3445913,10.1002/widm.1452
10.1145/3442188.3445913,10.1007/978-3-031-24866-5_6
10.1145/3442188.3445913,10.1007/978-3-030-93736-2_44
10.1145/3442188.3445914,10.1145/3634685
10.1145/3442188.3445914,10.1145/3626252.3630949
10.1145/3442188.3445914,10.1007/s10676-023-09733-7
10.1145/3442188.3445914,10.4018/979-8-3693-0205-7.ch003
10.1145/3442188.3445914,10.1109/ISMAR59233.2023.00020
10.1145/3442188.3445914,10.5555/3636517.3636523
10.1145/3442188.3445914,10.1145/3606707
10.1145/3442188.3445914,10.3390/su151712983
10.1145/3442188.3445914,10.1145/3600211.3604705
10.1145/3442188.3445914,10.1145/3600211.3604702
10.1145/3442188.3445914,10.1145/3600211.3604674
10.1145/3442188.3445914,10.1007/s00146-022-01397-z
10.1145/3442188.3445914,10.1145/3587102.3588839
10.1145/3442188.3445914,10.1145/3593013.3594078
10.1145/3442188.3445914,10.1145/3593013.3593977
10.1145/3442188.3445914,10.1145/3593013.3593971
10.1145/3442188.3445914,10.1145/3609468.3609474
10.1145/3442188.3445914,10.1109/ETHICS57328.2023.10154992
10.1145/3442188.3445914,10.1109/SP46215.2023.10179333
10.1145/3442188.3445914,10.1007/s43681-022-00156-6
10.1145/3442188.3445914,10.3390/su15086850
10.1145/3442188.3445914,10.1145/3544548.3581272
10.1145/3442188.3445914,10.1145/3545945.3569792
10.1145/3442188.3445914,10.1145/3545945.3569775
10.1145/3442188.3445914,10.1145/3545945.3569773
10.1145/3442188.3445914,10.1145/3545945.3569760
10.1145/3442188.3445914,10.1109/MS.2022.3227597
10.1145/3442188.3445914,10.1609/aaai.v37i13.26798
10.1145/3442188.3445914,10.1007/s00146-022-01618-5
10.1145/3442188.3445914,10.1007/978-3-031-44067-0_3
10.1145/3442188.3445914,10.1007/978-3-031-25336-2_9
10.1145/3442188.3445914,10.1007/978-3-031-25336-2_8
10.1145/3442188.3445914,10.1007/978-3-031-23035-6_4
10.1145/3442188.3445914,10.1145/3564721.3564744
10.1145/3442188.3445914,10.1145/3501385.3543978
10.1145/3442188.3445914,10.1145/3531146.3534634
10.1145/3442188.3445914,10.1145/3531146.3533207
10.1145/3442188.3445914,10.3389/fcomp.2022.793879
10.1145/3442188.3445914,10.1145/3478431.3499395
10.1145/3442188.3445914,10.1145/3478431.3499291
10.1145/3442188.3445914,10.1145/3478431.3499275
10.1145/3442188.3445914,10.1016/j.cosrev.2021.100452
10.1145/3442188.3445914,10.1145/3476058
10.1145/3442188.3445914,10.1109/FIE49875.2021.9637356
10.1145/3442188.3445914,10.1145/3446871.3469742
10.1145/3442188.3445914,10.2139/ssrn.4190583
10.1145/3442188.3445914,10.2139/ssrn.4094977
10.1145/3442188.3445915,10.1007/978-981-99-8391-9_14
10.1145/3442188.3445915,10.1080/09540091.2023.2184310
10.1145/3442188.3445915,10.1145/3631326
10.1145/3442188.3445915,10.1109/TNNLS.2022.3152527
10.1145/3442188.3445915,10.1109/ICCVW60793.2023.00495
10.1145/3442188.3445915,10.1145/3600211.3604671
10.1145/3442188.3445915,10.5555/3618408.3620230
10.1145/3442188.3445915,10.5555/3618408.3619295
10.1145/3442188.3445915,10.1007/s00778-022-00775-9
10.1145/3442188.3445915,10.1145/3593013.3594101
10.1145/3442188.3445915,10.1145/3593013.3594045
10.1145/3442188.3445915,10.1145/3593013.3594036
10.1145/3442188.3445915,10.1109/WoWMoM57956.2023.00028
10.1145/3442188.3445915,10.1007/s10618-022-00854-z
10.1145/3442188.3445915,10.1145/3551624.3555286
10.1145/3442188.3445915,10.1016/j.eswa.2022.117240
10.1145/3442188.3445915,10.1145/3514221.3520170
10.1145/3442188.3445915,10.1145/3514221.3517886
10.1145/3442188.3445915,10.1145/3532105.3535023
10.1145/3442188.3445915,10.1007/s13253-021-00483-x
10.1145/3442188.3445915,10.1145/3636509
10.1145/3442188.3445916,10.5760/jjce.59.1_1
10.1145/3442188.3445916,10.1145/3531146.3533111
10.1145/3442188.3445917,10.1016/j.inffus.2024.102301
10.1145/3442188.3445917,10.1017/apa.2023.7
10.1145/3442188.3445917,10.1145/3544548.3581506
10.1145/3442188.3445917,10.2196/43958
10.1145/3442188.3445917,10.1016/j.csl.2022.101481
10.1145/3442188.3445917,10.1007/s10462-022-10256-8
10.1145/3442188.3445917,10.1145/3587271
10.1145/3442188.3445917,10.1007/s10796-022-10300-6
10.1145/3442188.3445917,10.1007/978-3-031-14859-0_16
10.1145/3442188.3445917,10.1007/s00146-021-01251-8
10.1145/3442188.3445917,10.1007/978-3-031-16474-3_10
10.1145/3442188.3445917,10.1145/3531146.3533150
10.1145/3442188.3445917,10.1145/3491102.3502104
10.1145/3442188.3445917,10.1145/3491102.3501947
10.1145/3442188.3445917,10.1109/MCI.2021.3129960
10.1145/3442188.3445917,10.1007/978-3-030-98997-2_4
10.1145/3442188.3445917,10.1007/978-3-030-86967-0_1
10.1145/3442188.3445917,10.3390/ijgi10080546
10.1145/3442188.3445917,10.2478/law-2021-0003
10.1145/3442188.3445918,10.1007/s00146-024-01882-7
10.1145/3442188.3445918,10.57019/jmv.1306685
10.1145/3442188.3445918,10.3389/fdata.2023.1227189
10.1145/3442188.3445918,10.3390/pr11123447
10.1145/3442188.3445918,10.1093/oxfordhb/9780197653609.013.1
10.1145/3442188.3445918,10.1007/s10676-023-09725-7
10.1145/3442188.3445918,10.1002/widm.1523
10.1145/3442188.3445918,10.1007/s12599-023-00842-7
10.1145/3442188.3445918,10.1109/TPS-ISA58951.2023.00012
10.1145/3442188.3445918,10.1109/MIS.2023.3320437
10.1145/3442188.3445918,10.1109/ISSREW60843.2023.00047
10.1145/3442188.3445918,10.1109/ICCV51070.2023.01863
10.1145/3442188.3445918,10.1109/ICCV51070.2023.00446
10.1145/3442188.3445918,10.1007/978-3-031-49008-8_7
10.1145/3442188.3445918,10.1002/cpe.6997
10.1145/3442188.3445918,10.1145/3600211.3604766
10.1145/3442188.3445918,10.1145/3600211.3604698
10.1145/3442188.3445918,10.1016/j.cola.2023.101209
10.1145/3442188.3445918,10.1145/3571884.3604316
10.1145/3442188.3445918,10.1177/20563051231195552
10.1145/3442188.3445918,10.1145/3592616
10.1145/3442188.3445918,10.1007/s43681-023-00314-4
10.1145/3442188.3445918,10.1145/3593013.3594104
10.1145/3442188.3445918,10.1145/3593013.3594090
10.1145/3442188.3445918,10.1145/3593013.3594073
10.1145/3442188.3445918,10.1145/3593013.3594019
10.1145/3442188.3445918,10.1145/3593013.3593997
10.1145/3442188.3445918,10.1145/3593013.3593988
10.1145/3442188.3445918,10.1145/3593013.3593976
10.1145/3442188.3445918,10.1109/CVPR52729.2023.00774
10.1145/3442188.3445918,10.1016/j.suc.2023.03.002
10.1145/3442188.3445918,10.1109/ICC45041.2023.10279698
10.1145/3442188.3445918,10.1080/17540763.2023.2189160
10.1145/3442188.3445918,10.1109/MC.2023.3235712
10.1145/3442188.3445918,10.1109/CAIN58948.2023.00011
10.1145/3442188.3445918,10.1145/3571815
10.1145/3442188.3445918,10.1145/3544549.3585616
10.1145/3442188.3445918,10.1145/3544548.3580970
10.1145/3442188.3445918,10.1145/3579607
10.1145/3442188.3445918,10.1145/3579601
10.1145/3442188.3445918,10.7554/eLife.79305
10.1145/3442188.3445918,10.1007/s10916-023-01928-1
10.1145/3442188.3445918,10.1109/PerComWorkshops56833.2023.10150401
10.1145/3442188.3445918,10.1109/SaTML54575.2023.00050
10.1145/3442188.3445918,10.1007/s43681-022-00195-z
10.1145/3442188.3445918,10.2139/ssrn.4571867
10.1145/3442188.3445918,10.1177/20539517231153806
10.1145/3442188.3445918,10.1177/20539517221145372
10.1145/3442188.3445918,10.1109/TASLP.2023.3293046
10.1145/3442188.3445918,10.1007/s10664-022-10243-1
10.1145/3442188.3445918,10.1007/978-3-031-47454-5_21
10.1145/3442188.3445918,10.1007/978-3-031-20601-6_5
10.1145/3442188.3445918,10.3389/fspas.2022.1064233
10.1145/3442188.3445918,10.1145/3568444.3568453
10.1145/3442188.3445918,10.1145/3555760
10.1145/3442188.3445918,10.1145/3555623
10.1145/3442188.3445918,10.1145/3550356.3559087
10.1145/3442188.3445918,10.1038/s41467-022-33128-9
10.1145/3442188.3445918,10.1145/3554364.3559117
10.1145/3442188.3445918,10.1145/3511808.3557115
10.1145/3442188.3445918,10.1145/3551624.3555290
10.1145/3442188.3445918,10.1145/3551624.3555286
10.1145/3442188.3445918,10.1145/3523227.3547380
10.1145/3442188.3445918,10.3390/mti6090071
10.1145/3442188.3445918,10.1007/s11023-022-09611-z
10.1145/3442188.3445918,10.1109/SEAA56994.2022.00018
10.1145/3442188.3445918,10.1145/3514094.3534196
10.1145/3442188.3445918,10.1177/20539517221113772
10.1145/3442188.3445918,10.4018/978-1-6684-5892-1.ch010
10.1145/3442188.3445918,10.1145/3530190.3534802
10.1145/3442188.3445918,10.1145/3529190.3529222
10.1145/3442188.3445918,10.1007/978-3-031-07802-6_30
10.1145/3442188.3445918,10.1145/3531146.3534647
10.1145/3442188.3445918,10.1145/3531146.3534637
10.1145/3442188.3445918,10.1145/3531146.3533241
10.1145/3442188.3445918,10.1145/3531146.3533239
10.1145/3442188.3445918,10.1145/3531146.3533237
10.1145/3442188.3445918,10.1145/3531146.3533233
10.1145/3442188.3445918,10.1145/3531146.3533231
10.1145/3442188.3445918,10.1145/3531146.3533186
10.1145/3442188.3445918,10.1145/3531146.3533175
10.1145/3442188.3445918,10.1145/3531146.3533150
10.1145/3442188.3445918,10.1145/3531146.3533118
10.1145/3442188.3445918,10.1145/3531146.3533117
10.1145/3442188.3445918,10.1145/3531146.3533095
10.1145/3442188.3445918,10.1145/3531146.3533088
10.1145/3442188.3445918,10.1145/3531146.3533074
10.1145/3442188.3445918,10.1109/EuroSPW55150.2022.00066
10.1145/3442188.3445918,10.1145/3522664.3528621
10.1145/3442188.3445918,10.1145/3522664.3528607
10.1145/3442188.3445918,10.1145/3491102.3517644
10.1145/3442188.3445918,10.1145/3491102.3501868
10.1145/3442188.3445918,10.1145/3512899
10.1145/3442188.3445918,10.1093/nar/gkab1084
10.1145/3442188.3445918,10.1080/10400435.2021.2024627
10.1145/3442188.3445918,10.22367/jem.2022.44.18
10.1145/3442188.3445918,10.1109/ACCESS.2022.3178382
10.1145/3442188.3445918,10.1016/j.nlp.2022.100001
10.1145/3442188.3445918,10.1007/978-3-030-98997-2_4
10.1145/3442188.3445918,10.1007/978-3-030-72188-6_2
10.1145/3442188.3445918,10.1109/APSECW53869.2021.00011
10.1145/3442188.3445918,10.1007/978-3-031-20837-9_16
10.1145/3442188.3445918,10.1145/3462204.3481725
10.1145/3442188.3445918,10.1145/3476058
10.1145/3442188.3445918,10.1109/ICCV48922.2021.01456
10.1145/3442188.3445918,10.1111/lnc3.12432
